date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:42:36	205835/205835	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:12:34%20GMT	https://www.exportersindia.com/indian-manufacturers/gastrointestinal-drugs.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-manufacturers/gastrointestinal-drugs.html	(from https://www.exportersindia.com/)
12:42:37	299776/299776	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:12:35%20GMT	https://www.exportersindia.com/indian-suppliers/pantoprazole-tablets.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-suppliers/pantoprazole-tablets.html	(from https://www.exportersindia.com/)
12:42:38	319577/319577	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:12:37%20GMT	https://www.exportersindia.com/indian-suppliers/omeprazole-capsules.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-suppliers/omeprazole-capsules.html	(from https://www.exportersindia.com/)
12:42:40	441602/441602	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:12:38%20GMT	https://www.exportersindia.com/indian-suppliers/gastrointestinal-drug.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-suppliers/gastrointestinal-drug.html	(from https://www.exportersindia.com/)
12:42:40	2823/2823	---M--	200	added ('OK')	image/jpeg	etag:%22b07-5f1e6eedabca5%22	https://img1.exportersindia.com/final_catg_image/358727-734-home.jpg	C:/Users/deepa/Desktop/export_project/img1.exportersindia.com/final_catg_image/358727-734-home.jpg	(from https://www.exportersindia.com/)
12:42:41	306748/306748	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:12:39%20GMT	https://www.exportersindia.com/indian-suppliers/liver-tonic.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-suppliers/liver-tonic.html	(from https://www.exportersindia.com/)
12:42:43	229164/229164	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:12:41%20GMT	https://www.exportersindia.com/indian-manufacturers/cancer-tb-drugs.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-manufacturers/cancer-tb-drugs.html	(from https://www.exportersindia.com/)
12:42:44	457252/457252	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:12:43%20GMT	https://www.exportersindia.com/indian-suppliers/trabectedin.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-suppliers/trabectedin.html	(from https://www.exportersindia.com/)
12:42:46	325774/325774	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:12:43%20GMT	https://www.exportersindia.com/indian-suppliers/temozolomide.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-suppliers/temozolomide.html	(from https://www.exportersindia.com/)
12:42:47	266867/266867	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:12:45%20GMT	https://www.exportersindia.com/indian-suppliers/sorafenib-tablets.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-suppliers/sorafenib-tablets.html	(from https://www.exportersindia.com/)
12:42:48	292624/292624	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:12:46%20GMT	https://www.exportersindia.com/indian-suppliers/erlotinib-tablets.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-suppliers/erlotinib-tablets.html	(from https://www.exportersindia.com/)
12:42:48	4657/4657	---M--	200	added ('OK')	image/jpeg	etag:%221231-5f1e550c7c817%22	https://img1.exportersindia.com/final_catg_image/360442-252-home.jpg	C:/Users/deepa/Desktop/export_project/img1.exportersindia.com/final_catg_image/360442-252-home.jpg	(from https://www.exportersindia.com/)
12:42:49	174336/174336	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:12:48%20GMT	https://www.exportersindia.com/indian-manufacturers/animal-health-care.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-manufacturers/animal-health-care.html	(from https://www.exportersindia.com/)
12:42:52	496517/496517	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:12:49%20GMT	https://www.exportersindia.com/indian-suppliers/veterinary-bolus.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-suppliers/veterinary-bolus.html	(from https://www.exportersindia.com/)
12:42:53	473946/473946	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:12:49%20GMT	https://www.exportersindia.com/indian-suppliers/veterinary-injections.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-suppliers/veterinary-injections.html	(from https://www.exportersindia.com/)
12:42:53	383494/383494	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:12:52%20GMT	https://www.exportersindia.com/indian-suppliers/veterinary-drugs.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-suppliers/veterinary-drugs.html	(from https://www.exportersindia.com/)
12:42:54	4084/4084	---M--	200	added ('OK')	image/jpeg	etag:%22ff4-5f1e6ff4a78f4%22	https://img1.exportersindia.com/final_catg_image/360157-67-home.jpg	C:/Users/deepa/Desktop/export_project/img1.exportersindia.com/final_catg_image/360157-67-home.jpg	(from https://www.exportersindia.com/)
12:42:55	212924/212924	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:12:54%20GMT	https://www.exportersindia.com/indian-manufacturers/cardiovascular-medication.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-manufacturers/cardiovascular-medication.html	(from https://www.exportersindia.com/)
12:42:56	306914/306914	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:12:55%20GMT	https://www.exportersindia.com/indian-suppliers/amlodipine-tablets.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-suppliers/amlodipine-tablets.html	(from https://www.exportersindia.com/)
12:42:58	451681/451681	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:12:55%20GMT	https://www.exportersindia.com/indian-suppliers/metformin-tablets.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-suppliers/metformin-tablets.html	(from https://www.exportersindia.com/)
12:42:59	476331/476331	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:12:57%20GMT	https://www.exportersindia.com/indian-suppliers/cardiac-drugs.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-suppliers/cardiac-drugs.html	(from https://www.exportersindia.com/)
12:42:59	544100/544100	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:12:58%20GMT	https://www.exportersindia.com/indian-suppliers/antidiabetic-medicine.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-suppliers/antidiabetic-medicine.html	(from https://www.exportersindia.com/)
12:42:59	3433/3433	---M--	200	added ('OK')	image/jpeg	etag:%22d69-5f1e547044f53%22	https://img1.exportersindia.com/final_catg_image/358726-873-home.jpg	C:/Users/deepa/Desktop/export_project/img1.exportersindia.com/final_catg_image/358726-873-home.jpg	(from https://www.exportersindia.com/)
12:43:02	276475/276475	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:13:01%20GMT	https://www.exportersindia.com/indian-manufacturers/infections-drugs.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-manufacturers/infections-drugs.html	(from https://www.exportersindia.com/)
12:43:04	397472/397472	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:13:02%20GMT	https://www.exportersindia.com/indian-suppliers/cefixime-tablets.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-suppliers/cefixime-tablets.html	(from https://www.exportersindia.com/)
12:43:05	575903/575903	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:13:03%20GMT	https://www.exportersindia.com/indian-suppliers/antibiotic-tablets.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-suppliers/antibiotic-tablets.html	(from https://www.exportersindia.com/)
12:43:06	410218/410218	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:13:05%20GMT	https://www.exportersindia.com/indian-suppliers/azithromycin-tablet.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-suppliers/azithromycin-tablet.html	(from https://www.exportersindia.com/)
12:43:07	318652/318652	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2007:13:05%20GMT	https://www.exportersindia.com/indian-suppliers/ivermectin-tablet.htm	C:/Users/deepa/Desktop/export_project/www.exportersindia.com/indian-suppliers/ivermectin-tablet.html	(from https://www.exportersindia.com/)
12:43:07	4731/4731	---M--	200	added ('OK')	image/jpeg	etag:%22127b-5f1e6e6b3ad86%22	https://img1.exportersindia.com/final_catg_image/358724-607-home.jpg	C:/Users/deepa/Desktop/export_project/img1.exportersindia.com/final_catg_image/358724-607-home.jpg	(from https://www.exportersindia.com/)
